,Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
1166,Colombia,South America,2016,11.66759383087869
1167,Colombia,South America,2017,11.99675794670596
1168,Colombia,South America,2018,12.02654514623203
1169,Colombia,South America,2019,12.04643042516959
1260,Costa Rica,North America,1990,12.54905845902048
1261,Costa Rica,North America,1991,12.54872765851418
1262,Costa Rica,North America,1992,12.55055832119286
1263,Costa Rica,North America,1993,12.55538685381858
1264,Costa Rica,North America,1994,12.55942089731867
1265,Costa Rica,North America,1995,12.567875733318502
1266,Costa Rica,North America,1996,12.58064793244953
1267,Costa Rica,North America,1997,12.596181993068509
1268,Costa Rica,North America,1998,12.61543547504358
1269,Costa Rica,North America,1999,12.6390743132967
1270,Costa Rica,North America,2000,12.655934629254707
1271,Costa Rica,North America,2001,12.676339429051
1272,Costa Rica,North America,2002,12.7031372037353
1273,Costa Rica,North America,2003,12.73246926285182
1274,Costa Rica,North America,2004,12.75482578557935
1275,Costa Rica,North America,2005,12.77262991144735
1276,Costa Rica,North America,2006,12.78589145609224
1277,Costa Rica,North America,2007,12.805452579171453
1278,Costa Rica,North America,2008,12.82676866756404
1279,Costa Rica,North America,2009,12.84626497527669
1280,Costa Rica,North America,2010,12.8612201455996
1281,Costa Rica,North America,2011,12.88061831784828
1282,Costa Rica,North America,2012,12.90857714023913
1283,Costa Rica,North America,2013,12.93947860984539
1284,Costa Rica,North America,2014,12.96701026088162
1285,Costa Rica,North America,2015,12.9834350207279
1286,Costa Rica,North America,2016,12.998771171243858
1287,Costa Rica,North America,2017,13.00157568131658
1288,Costa Rica,North America,2018,13.005540891382438
1289,Costa Rica,North America,2019,13.009186307377298
1350,Cuba,North America,1990,15.95177903244718
1351,Cuba,North America,1991,15.94380727534053
1352,Cuba,North America,1992,15.92856832220298
1353,Cuba,North America,1993,15.91346404454884
1354,Cuba,North America,1994,15.89222228284183
1355,Cuba,North America,1995,15.870658923509682
1356,Cuba,North America,1996,15.84354677715503
1357,Cuba,North America,1997,15.808842059396918
1358,Cuba,North America,1998,15.76739490643724
1359,Cuba,North America,1999,15.717500122424047
1360,Cuba,North America,2000,15.66811810579914
1361,Cuba,North America,2001,15.60899097887526
1362,Cuba,North America,2002,15.544437173127209
1363,Cuba,North America,2003,15.472440151992611
1364,Cuba,North America,2004,15.40421813487137
1365,Cuba,North America,2005,15.34111259194105
1366,Cuba,North America,2006,15.28083168791707
1367,Cuba,North America,2007,15.21734016235993
1368,Cuba,North America,2008,15.15993679697678
1369,Cuba,North America,2009,15.11408952156178
1370,Cuba,North America,2010,15.09502520904889
1371,Cuba,North America,2011,15.09472098545811
1372,Cuba,North America,2012,15.101484921461388
1373,Cuba,North America,2013,15.11080185491814
1374,Cuba,North America,2014,15.11712286354731
1375,Cuba,North America,2015,15.11449526221978
1376,Cuba,North America,2016,15.10384809104702
1377,Cuba,North America,2017,15.09123836323281
1378,Cuba,North America,2018,15.1058993025188
1379,Cuba,North America,2019,15.14629938067432
1530,Dominica,North America,1990,14.22494700673418
1531,Dominica,North America,1991,14.18499574381989
1532,Dominica,North America,1992,14.149707438834891
1533,Dominica,North America,1993,14.119470913273998
1534,Dominica,North America,1994,14.09207609915899
1535,Dominica,North America,1995,14.08366375538252
1536,Dominica,North America,1996,14.0767381118034
1537,Dominica,North America,1997,14.07718539828392
1538,Dominica,North America,1998,14.07815271994249
1539,Dominica,North America,1999,14.082758781049307
1540,Dominica,North America,2000,14.084555092620027
1541,Dominica,North America,2001,14.08089732884662
1542,Dominica,North America,2002,14.07754467317046
1543,Dominica,North America,2003,14.07508471352392
1544,Dominica,North America,2004,14.072474712831731
1545,Dominica,North America,2005,14.074336675160732
1546,Dominica,North America,2006,14.067382113633158
1547,Dominica,North America,2007,14.061671588979822
1548,Dominica,North America,2008,14.057778547176133
1549,Dominica,North America,2009,14.05700283154714
1550,Dominica,North America,2010,14.06215609841438
1551,Dominica,North America,2011,14.08197096460683
1552,Dominica,North America,2012,14.108940670244849
1553,Dominica,North America,2013,14.14444069635652
1554,Dominica,North America,2014,14.17540934347834
1555,Dominica,North America,2015,14.192699576850307
1556,Dominica,North America,2016,14.19022356889757
1557,Dominica,North America,2017,14.1918596954196
1558,Dominica,North America,2018,14.221159890957772
1559,Dominica,North America,2019,14.27740787126626
1560,Dominican Republic,North America,1990,14.85351309849983
1561,Dominican Republic,North America,1991,14.85245896032188
1562,Dominican Republic,North America,1992,14.85706555990139
1563,Dominican Republic,North America,1993,14.860964324271512
1564,Dominican Republic,North America,1994,14.86332826542825
1565,Dominican Republic,North America,1995,14.86912811530704
1566,Dominican Republic,North America,1996,14.884449660210288
1567,Dominican Republic,North America,1997,14.91088902369908
1568,Dominican Republic,North America,1998,14.94509990751876
1569,Dominican Republic,North America,1999,14.96907539671247
1570,Dominican Republic,North America,2000,14.979763222422978
1571,Dominican Republic,North America,2001,14.985629491769812
1572,Dominican Republic,North America,2002,15.00088132275146
1573,Dominican Republic,North America,2003,15.017504359940109
1574,Dominican Republic,North America,2004,15.03434955686908
1575,Dominican Republic,North America,2005,15.04167572925132
1576,Dominican Republic,North America,2006,15.03998494739523
1577,Dominican Republic,North America,2007,15.041572157141031
